date,open,high,low,close,volume,stockName
2024-01-05 12:10:00+05:30,1135.25,1135.25,1133.0,1133.05,49929,AXISBANK
2024-01-05 12:15:00+05:30,1133.05,1135.25,1132.9,1135.1,57913,AXISBANK
2024-01-05 12:20:00+05:30,1135.1,1135.55,1134.25,1135.45,61954,AXISBANK
2024-01-05 12:25:00+05:30,1135.45,1135.5,1134.4,1135.05,71603,AXISBANK
2024-01-05 12:30:00+05:30,1135.05,1135.1,1132.65,1133.05,61666,AXISBANK
2024-01-05 12:35:00+05:30,1132.8,1133.2,1132.05,1132.35,65251,AXISBANK
2024-01-05 12:40:00+05:30,1132.35,1132.5,1130.0,1130.8,129119,AXISBANK
2024-01-05 12:45:00+05:30,1130.8,1132.35,1130.5,1132.05,55770,AXISBANK
2024-01-05 12:50:00+05:30,1132.05,1132.75,1132.0,1132.05,38599,AXISBANK
2024-01-05 12:55:00+05:30,1132.1,1132.2,1131.05,1131.2,67872,AXISBANK
2024-01-05 13:00:00+05:30,1131.55,1132.1,1130.6,1131.5,65153,AXISBANK
2024-01-05 13:05:00+05:30,1131.5,1131.65,1129.95,1130.6,86262,AXISBANK
2024-01-05 13:10:00+05:30,1130.6,1131.65,1130.1,1131.35,54680,AXISBANK
2024-01-05 13:15:00+05:30,1131.2,1131.55,1129.95,1131.05,84676,AXISBANK
2024-01-05 13:20:00+05:30,1131.05,1131.5,1129.55,1130.9,54266,AXISBANK
2024-01-05 13:25:00+05:30,1130.9,1130.95,1129.55,1130.3,43725,AXISBANK
2024-01-05 13:30:00+05:30,1130.3,1130.55,1128.5,1129.0,62396,AXISBANK
2024-01-05 13:35:00+05:30,1129.0,1130.5,1128.4,1130.1,90021,AXISBANK
2024-01-05 13:40:00+05:30,1130.1,1130.25,1127.45,1129.45,72074,AXISBANK
2024-01-05 13:45:00+05:30,1129.55,1130.7,1128.75,1130.3,68129,AXISBANK
2024-01-05 13:50:00+05:30,1130.3,1131.3,1130.0,1131.15,38517,AXISBANK
2024-01-05 13:55:00+05:30,1131.15,1131.8,1130.05,1131.4,68738,AXISBANK
2024-01-05 14:00:00+05:30,1131.3,1131.6,1130.0,1130.3,69170,AXISBANK
2024-01-05 14:05:00+05:30,1130.3,1131.65,1129.05,1129.5,124493,AXISBANK
2024-01-05 14:10:00+05:30,1129.5,1130.2,1127.0,1128.55,228691,AXISBANK
2024-01-05 14:15:00+05:30,1128.25,1130.0,1127.45,1128.05,228339,AXISBANK
2024-01-05 14:20:00+05:30,1128.05,1128.3,1125.25,1127.3,179041,AXISBANK
2024-01-05 14:25:00+05:30,1127.3,1129.15,1126.0,1129.0,120681,AXISBANK
2024-01-05 14:30:00+05:30,1129.0,1130.0,1127.6,1129.85,90817,AXISBANK
2024-01-05 14:35:00+05:30,1129.85,1129.95,1127.35,1128.7,64732,AXISBANK
2024-01-05 14:40:00+05:30,1128.7,1129.2,1128.0,1128.95,83945,AXISBANK
2024-01-05 14:45:00+05:30,1129.05,1130.55,1128.25,1130.3,90635,AXISBANK
2024-01-05 14:50:00+05:30,1130.3,1135.85,1130.2,1135.65,168850,AXISBANK
2024-01-05 14:55:00+05:30,1135.65,1138.85,1135.15,1137.1,206954,AXISBANK
2024-01-05 15:00:00+05:30,1137.5,1139.9,1136.7,1137.15,204111,AXISBANK
2024-01-05 15:05:00+05:30,1137.4,1138.7,1135.45,1136.8,146228,AXISBANK
2024-01-05 15:10:00+05:30,1136.8,1138.0,1135.65,1137.65,148890,AXISBANK
2024-01-05 15:15:00+05:30,1137.3,1137.5,1134.05,1136.25,393464,AXISBANK
2024-01-05 15:20:00+05:30,1136.0,1138.0,1134.35,1135.9,191502,AXISBANK
2024-01-05 15:25:00+05:30,1135.95,1137.0,1134.3,1134.3,171866,AXISBANK
